date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,xg,xga
2020-07-04,16:30,Premier League,Matchweek 26,Sat,Away,W,1,0,Dynamo Mosc,30.0,2254.0,Kirill Kombarov,4-2-3-1,4-2-3-1,Vladislav Bezborodov,Match Report,,5.0,1.0,,0,0,2019,Arsenal Tula,,
2020-07-07,20:30,Premier League,Matchweek 27,Tue,Home,L,2,4,Samara,43.0,,Yevgeni Lutsenko,4-2-3-1,4-5-1,Mikhail Vilkov,Match Report,,11.0,3.0,,0,0,2019,Arsenal Tula,,
2020-07-11,16:00,Premier League,Matchweek 28,Sat,Home,W,2,1,Tambov,40.0,,Yevgeni Lutsenko,4-2-3-1,3-4-3,Pavel Kukuyan,Match Report,,8.0,2.0,,1,1,2019,Arsenal Tula,,
2020-07-15,18:00 (16:00),Premier League,Matchweek 29,Wed,Away,W,3,1,Ural,38.0,3372.0,Anri Khagush,4-2-3-1,4-2-3-1,Nikolay Voloshin,Match Report,,12.0,5.0,,0,0,2019,Arsenal Tula,,
2020-07-22,21:00 (19:00),Premier League,Matchweek 30,Wed,Away,D,0,0,Ufa,51.0,1127.0,Yevgeni Lutsenko,5-4-1,4-4-2,Aleksey Matyunin,Match Report,,16.0,4.0,,0,0,2019,Arsenal Tula,,
2019-07-13,18:30 (16:30),Premier League,Matchweek 1,Sat,Away,L,2,3,Ural,52.0,14614.0,Pavel Alikin,3-4-3,4-2-3-1,Sergey Karasev,Match Report,,15,4,,1,1,2019,Ufa,,
2019-07-20,16:00 (14:00),Premier League,Matchweek 2,Sat,Home,L,2,3,Krasnodar,26.0,6725.0,Bojan Jokić,3-4-3,4-3-3,Aleksey Eskov,Match Report,,14,4,,0,0,2019,Ufa,,
2019-07-27,16:00 (14:00),Premier League,Matchweek 3,Sat,Home,W,2,1,Samara,33.0,6543.0,Pavel Alikin,3-4-3,4-2-3-1,Vasiliy Kazartsev,Match Report,,8,4,,0,0,2019,Ufa,,
2019-08-04,21:30,Premier League,Matchweek 4,Sun,Away,D,0,0,Sochi,41.0,11100.0,Aleksandr Belenov,3-4-3,5-3-2,Aleksey Sukhoy,Match Report,,7,3,,0,0,2019,Ufa,,
2019-08-11,14:00,Premier League,Matchweek 5,Sun,Away,L,0,1,Arsenal Tula,45.0,11340.0,Aleksandr Belenov,5-3-2,4-2-3-1,Mikhail Vilkov,Match Report,,9,1,,0,0,2019,Ufa,,
2019-08-18,16:30,Premier League,Matchweek 6,Sun,Home,W,2,0,Rostov,46.0,8532.0,Aleksandr Belenov,5-4-1,4-2-3-1,Evgeny Turbin,Match Report,,14,4,,0,0,2019,Ufa,,
2019-08-24,18:30 (16:30),Premier League,Matchweek 7,Sat,Home,W,1,0,Zenit,31.0,13368.0,Aleksandr Belenov,5-4-1,4-4-2,Sergey Ivanov,Match Report,,8,5,,0,0,2019,Ufa,,
2019-08-31,13:30 (11:30),Premier League,Matchweek 8,Sat,Home,L,1,2,Orenburg,60.0,6892.0,Aleksandr Belenov,5-4-1,4-4-2,Igor Panin,Match Report,,14,7,,0,0,2019,Ufa,,
2019-09-16,20:00,Premier League,Matchweek 9,Mon,Away,D,0,0,Dynamo Mosc,30.0,9538.0,Pavel Alikin,5-4-1,4-2-3-1,Vitaly Meshkov,Match Report,,10,4,,0,0,2019,Ufa,,
2019-09-20,19:30 (17:30),Premier League,Matchweek 10,Fri,Home,W,1,0,Spartak Moscow,33.0,10809.0,Aleksandr Belenov,5-3-2,4-2-3-1,Aleksey Sukhoy,Match Report,,13,0,,0,0,2019,Ufa,,
2019-09-29,14:00,Premier League,Matchweek 11,Sun,Away,D,0,0,Rubin Kazan,29.0,8314.0,Aleksandr Belenov,5-3-2,4-1-4-1,Aleksey Matyunin,Match Report,,4,1,,0,0,2019,Ufa,,
2019-10-05,13:30 (11:30),Premier League,Matchweek 12,Sat,Home,L,0,1,Akhmat Grozny,53.0,7538.0,Aleksandr Belenov,5-3-2,4-2-3-1,Vladislav Bezborodov,Match Report,,6,2,,0,0,2019,Ufa,,
2019-10-20,16:00 (14:00),Premier League,Matchweek 13,Sun,Home,D,1,1,CSKA Moscow,48.0,11282.0,Aleksandr Belenov,5-3-2,3-1-4-2,Nikolay Voloshin,Match Report,,19,5,,0,0,2019,Ufa,,
2019-10-26,14:00,Premier League,Matchweek 14,Sat,Away,L,0,3,Tambov,56.0,1451.0,Aleksandr Belenov,5-3-2,5-4-1,Sergey Lapochkin,Match Report,,10,0,,0,0,2019,Ufa,,
2019-11-02,16:00 (14:00),Premier League,Matchweek 15,Sat,Home,D,1,1,Loko Moscow,43.0,6157.0,Pavel Alikin,5-3-2,4-4-2,Evgeny Turbin,Match Report,,8,3,,1,1,2019,Ufa,,
2019-11-10,13:30 (11:30),Premier League,Matchweek 16,Sun,Away,D,0,0,Orenburg,39.0,2582.0,Bojan Jokić,5-3-2,3-5-2,Mikhail Vilkov,Match Report,,9,0,,0,0,2019,Ufa,,
2019-11-24,13:30 (11:30),Premier League,Matchweek 17,Sun,Home,D,1,1,Sochi,63.0,4198.0,Bojan Jokić,5-3-2,5-3-2,Aleksey Matyunin,Match Report,,16,3,,0,0,2019,Ufa,,
2019-11-30,14:00,Premier League,Matchweek 18,Sat,Away,W,1,0,Samara,43.0,5349.0,Bojan Jokić,5-3-2,4-2-3-1,Stanislav Vasilyev,Match Report,,15,7,,0,0,2019,Ufa,,
2019-12-07,19:00,Premier League,Matchweek 19,Sat,Away,W,1,0,Akhmat Grozny,32.0,13214.0,Bojan Jokić,5-3-2,4-2-3-1,Sergey Karasev,Match Report,,7,3,,0,0,2019,Ufa,,
2020-03-01,16:30,Premier League,Matchweek 20,Sun,Away,L,0,2,Krasnodar,31.0,31966.0,Bojan Jokić,5-3-2,4-3-3,Stanislav Vasilyev,Match Report,,7,1,,0,0,2019,Ufa,,
2020-03-09,19:00,Premier League,Matchweek 21,Mon,Away,D,0,0,Zenit,20.0,42191.0,Bojan Jokić,5-4-1,4-2-3-1,Aleksey Sukhoy,Match Report,,7,2,,0,0,2019,Ufa,,
2020-03-15,16:30,Premier League,Matchweek 22,Sun,Away,D,0,0,CSKA Moscow,29.0,3428.0,Aleksandr Belenov,5-3-2,3-1-4-2,Nikolay Voloshin,Match Report,,5,1,,0,0,2019,Ufa,,
2020-06-21,17:00 (15:00),Premier League,Matchweek 23,Sun,Home,W,2,1,Tambov,54.0,456.0,Bojan Jokić,3-4-1-2,3-4-3,Vitaly Meshkov,Match Report,,19,9,,1,1,2019,Ufa,,
2020-06-27,16:30,Premier League,Matchweek 24,Sat,Away,D,0,0,Spartak Moscow,43.0,4179.0,Bojan Jokić,5-3-2,3-1-4-2,Vladislav Bezborodov,Match Report,,6,4,,0,0,2019,Ufa,,
2020-07-01,17:00 (15:00),Premier League,Matchweek 25,Wed,Home,D,0,0,Rubin Kazan,,,,5-3-2,4-2-3-1,Evgeny Turbin,Match Report,,0,0,,0,0,2019,Ufa,,
2020-07-05,18:30 (16:30),Premier League,Matchweek 26,Sun,Home,D,1,1,Ural,53.0,1288.0,Bojan Jokić,5-3-2,4-2-3-1,Sergey Lapochkin,Match Report,,12,4,,0,0,2019,Ufa,,
2020-07-08,20:30,Premier League,Matchweek 27,Wed,Away,W,2,1,Rostov,43.0,4541.0,Pavel Alikin,5-3-2,4-3-3,Aleksey Eskov,Match Report,,14,6,,1,1,2019,Ufa,,
2020-07-12,16:30,Premier League,Matchweek 28,Sun,Away,D,1,1,Loko Moscow,25.0,,Pavel Alikin,5-3-2,4-2-3-1,Vladislav Bezborodov,Match Report,,11,6,,1,1,2019,Ufa,,
2020-07-16,20:00 (18:00),Premier League,Matchweek 29,Thu,Home,L,0,1,Dynamo Mosc,47.0,1497.0,Pavel Alikin,5-3-2,4-2-3-1,Pavel Kukuyan,Match Report,,6,1,,0,0,2019,Ufa,,
2020-07-22,21:00 (19:00),Premier League,Matchweek 30,Wed,Home,D,0,0,Arsenal Tula,49.0,1127.0,Aleksei Nikitin,4-4-2,5-4-1,Aleksey Matyunin,Match Report,,6,2,,0,0,2019,Ufa,,
2019-07-15,20:00,Premier League,Matchweek 1,Mon,Away,D,1,1,Loko Moscow,51.0,10732.0,Vyacheslav Podberyozkin,4-4-2,4-2-3-1,Mikhail Vilkov,Match Report,,15,5,,0,0,2019,Rubin Kazan,,
2019-07-21,19:00,Premier League,Matchweek 2,Sun,Away,W,1,0,Dynamo Mosc,47.0,17315.0,Vyacheslav Podberyozkin,4-1-4-1,4-2-3-1,Vitaly Meshkov,Match Report,,12,4,,0,0,2019,Rubin Kazan,,
2019-07-29,20:00,Premier League,Matchweek 3,Mon,Home,W,1,0,Akhmat Grozny,60.0,11342.0,Vyacheslav Podberyozkin,4-1-4-1,3-5-1-1,Sergey Ivanov,Match Report,,16,7,,0,0,2019,Rubin Kazan,,
2019-08-04,19:00,Premier League,Matchweek 4,Sun,Home,L,0,1,CSKA Moscow,47.0,20791.0,Vyacheslav Podberyozkin,4-1-4-1,3-4-3,Vasiliy Kazartsev,Match Report,,18,3,,0,0,2019,Rubin Kazan,,
2019-08-10,19:00,Premier League,Matchweek 5,Sat,Away,L,0,1,Krasnodar,55.0,25826.0,Vyacheslav Podberyozkin,4-1-4-1,4-3-3,Sergey Lapochkin,Match Report,,13,2,,0,0,2019,Rubin Kazan,,
2019-08-18,14:00,Premier League,Matchweek 6,Sun,Home,W,1,0,Arsenal Tula,56.0,10022.0,Yevgeni Bashkirov,4-1-4-1,4-3-3,Vladislav Bezborodov,Match Report,,9,2,,0,0,2019,Rubin Kazan,,
2019-08-25,19:00,Premier League,Matchweek 7,Sun,Away,L,1,2,Rostov,46.0,35031.0,Vyacheslav Podberyozkin,4-1-4-1,4-2-3-1,Vitaly Meshkov,Match Report,,6,2,,0,0,2019,Rubin Kazan,,
2019-08-31,14:00,Premier League,Matchweek 8,Sat,Home,L,0,3,Sochi,59.0,8845.0,Yevgeni Bashkirov,4-1-4-1,4-3-3,Nikolay Voloshin,Match Report,,20,2,,0,0,2019,Rubin Kazan,,
2019-09-15,16:00 (14:00),Premier League,Matchweek 9,Sun,Away,L,1,2,Orenburg,65.0,4767.0,Yevgeni Bashkirov,4-1-4-1,5-4-1,Sergey Lapochkin,Match Report,,14,3,,0,0,2019,Rubin Kazan,,
2019-09-21,19:00,Premier League,Matchweek 10,Sat,Away,L,0,5,Zenit,43.0,43598.0,Yevgeni Bashkirov,4-1-4-1,4-2-3-1,Sergey Karasev,Match Report,,5,1,,0,0,2019,Rubin Kazan,,
2019-09-29,14:00,Premier League,Matchweek 11,Sun,Home,D,0,0,Ufa,71.0,8314.0,Vyacheslav Podberyozkin,4-1-4-1,5-3-2,Aleksey Matyunin,Match Report,,7,3,,0,0,2019,Rubin Kazan,,
2019-10-05,16:30,Premier League,Matchweek 12,Sat,Home,W,2,1,Tambov,50.0,2585.0,Vyacheslav Podberyozkin,4-1-4-1,5-4-1,Aleksey Eskov,Match Report,,18,5,,0,0,2019,Rubin Kazan,,
2019-10-19,16:30,Premier League,Matchweek 13,Sat,Away,D,0,0,Spartak Moscow,56.0,26844.0,Vyacheslav Podberyozkin,4-1-4-1,4-3-3,Sergey Lapochkin,Match Report,,10,3,,0,0,2019,Rubin Kazan,,
2019-10-25,19:30,Premier League,Matchweek 14,Fri,Home,D,0,0,Ural,58.0,5086.0,Vyacheslav Podberyozkin,4-1-4-1,4-2-3-1,Vitaly Meshkov,Match Report,,17,6,,0,0,2019,Rubin Kazan,,
2019-11-04,16:30,Premier League,Matchweek 15,Mon,Away,D,0,0,Samara,53.0,10842.0,Vyacheslav Podberyozkin,4-1-4-1,4-2-3-1,Vladislav Bezborodov,Match Report,,12,4,,0,0,2019,Rubin Kazan,,
2019-11-09,14:00,Premier League,Matchweek 16,Sat,Home,L,0,1,Dynamo Mosc,57.0,4757.0,Vyacheslav Podberyozkin,4-1-4-1,4-4-1-1,Evgeny Turbin,Match Report,,9,3,,0,0,2019,Rubin Kazan,,
2019-11-23,14:00,Premier League,Matchweek 17,Sat,Home,L,1,2,Zenit,43.0,8351.0,Vyacheslav Podberyozkin,5-4-1,4-4-2,Sergey Ivanov,Match Report,,13,5,,0,0,2019,Rubin Kazan,,
2019-11-30,19:00,Premier League,Matchweek 18,Sat,Away,D,1,1,Akhmat Grozny,53.0,11564.0,Vyacheslav Podberyozkin,4-1-4-1,4-2-3-1,Igor Panin,Match Report,,14,4,,0,0,2019,Rubin Kazan,,
2019-12-08,16:30,Premier League,Matchweek 19,Sun,Away,D,1,1,Sochi,50.0,6104.0,Vyacheslav Podberyozkin,4-1-4-1,4-2-3-1,Sergey Lapochkin,Match Report,,17,4,,0,0,2019,Rubin Kazan,,
2020-03-01,14:00,Premier League,Matchweek 20,Sun,Away,D,0,0,Tambov,74.0,3858.0,Vyacheslav Podberyozkin,4-2-3-1,5-4-1,Aleksey Eskov,Match Report,,12,3,,0,0,2019,Rubin Kazan,,
2020-03-08,14:00,Premier League,Matchweek 21,Sun,Home,L,0,1,Samara,54.0,5766.0,Vyacheslav Podberyozkin,4-2-3-1,4-2-3-1,Vladimir Moskalev,Match Report,,9,2,,0,0,2019,Rubin Kazan,,
2020-03-14,23:00 (19:00),Premier League,Matchweek 22,Sat,Away,W,1,0,Arsenal Tula,44.0,8831.0,Vyacheslav Podberyozkin,4-2-3-1,3-4-3,Sergey Lapochkin,Match Report,,6,2,,0,0,2019,Rubin Kazan,,
2020-06-20,16:00 (14:00),Premier League,Matchweek 23,Sat,Away,W,2,1,Ural,45.0,3043.0,Vyacheslav Podberyozkin,4-2-3-1,4-4-1-1,Vasiliy Kazartsev,Match Report,,13,6,,0,0,2019,Rubin Kazan,,
2020-06-27,17:30,Premier League,Matchweek 24,Sat,Home,L,0,2,Loko Moscow,43.0,4189.0,Pavel Mogilevets,4-2-3-1,4-2-3-1,Nikolay Voloshin,Match Report,,11,2,,0,0,2019,Rubin Kazan,,
2020-07-01,17:00 (15:00),Premier League,Matchweek 25,Wed,Away,D,0,0,Ufa,,,,4-2-3-1,5-3-2,Evgeny Turbin,Match Report,,0,0,,0,0,2019,Rubin Kazan,,
2020-07-05,18:30,Premier League,Matchweek 26,Sun,Home,W,1,0,Orenburg,52.0,2604.0,Igor Konovalov,4-2-3-1,5-4-1,Kirill Levnikov,Match Report,,19,6,,0,0,2019,Rubin Kazan,,
2020-07-09,20:30,Premier League,Matchweek 27,Thu,Home,W,1,0,Krasnodar,33.0,,Filip Uremović,4-2-3-1,4-2-3-1,Stanislav Vasilyev,Match Report,,14,7,,0,0,2019,Rubin Kazan,,
2020-07-12,18:30,Premier League,Matchweek 28,Sun,Away,D,1,1,CSKA Moscow,51.0,,Filip Uremović,4-2-3-1,3-4-3,Aleksey Matyunin,Match Report,,13,6,,1,1,2019,Rubin Kazan,,
2020-07-16,18:00,Premier League,Matchweek 29,Thu,Home,D,0,0,Rostov,45.0,4202.0,Filip Uremović,4-2-3-1,4-2-3-1,Vasiliy Kazartsev,Match Report,,14,6,,0,0,2019,Rubin Kazan,,
2020-07-22,19:00,Premier League,Matchweek 30,Wed,Home,L,1,2,Spartak Moscow,49.0,4226.0,Filip Uremović,4-2-3-1,3-1-4-2,Pavel Kukuyan,Match Report,,9,3,,1,1,2019,Rubin Kazan,,
2019-07-13,18:30 (16:30),Premier League,Matchweek 1,Sat,Home,W,3,2,Ufa,48.0,14614.0,Denys Kulakov,4-2-3-1,3-4-3,Sergey Karasev,Match Report,,13,8,,0,0,2019,Ural Yekaterinburg,,
2019-07-21,16:00 (14:00),Premier League,Matchweek 2,Sun,Home,W,3,0,Akhmat Grozny,44.0,15611.0,Denys Kulakov,4-4-2,3-5-1-1,Aleksey Sukhoy,Match Report,,14,7,,0,0,2019,Ural Yekaterinburg,,
2019-07-26,20:00,Premier League,Matchweek 3,Fri,Away,L,0,2,Dynamo Mosc,52.0,12349.0,Denys Kulakov,4-2-3-1,4-2-3-1,Pavel Kukuyan,Match Report,,13,2,,0,0,2019,Ural Yekaterinburg,,
2019-08-03,16:00 (14:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Rostov,40.0,35061.0,Artyom Fidler,4-2-3-1,4-2-3-1,Stanislav Vasilyev,Match Report,,14,5,,0,0,2019,Ural Yekaterinburg,,
2019-08-11,16:30,Premier League,Matchweek 5,Sun,Away,L,0,4,Loko Moscow,51.0,14181.0,Artyom Fidler,4-2-3-1,4-2-3-1,Nikolay Voloshin,Match Report,,15,3,,0,0,2019,Ural Yekaterinburg,,
2019-08-17,16:00 (14:00),Premier League,Matchweek 6,Sat,Home,L,1,3,Samara,56.0,22304.0,Denys Kulakov,4-2-3-1,4-2-3-1,Sergey Ivanov,Match Report,,13,6,,0,0,2019,Ural Yekaterinburg,,
2019-08-26,20:00 (18:00),Premier League,Matchweek 7,Mon,Home,W,3,1,Sochi,53.0,10171.0,Denys Kulakov,4-2-3-1,5-3-2,Sergey Karasev,Match Report,,24,7,,1,1,2019,Ural Yekaterinburg,,
2019-09-01,16:00 (14:00),Premier League,Matchweek 8,Sun,Home,L,2,4,Krasnodar,39.0,18388.0,Denys Kulakov,4-2-3-1,4-4-2,Aleksey Sukhoy,Match Report,,11,3,,0,0,2019,Ural Yekaterinburg,,
2019-09-14,16:30,Premier League,Matchweek 9,Sat,Away,W,2,1,Spartak Moscow,37.0,24198.0,Denys Kulakov,4-4-2,4-2-3-1,Sergey Ivanov,Match Report,,13,7,,0,0,2019,Ural Yekaterinburg,,
2019-09-22,16:30,Premier League,Matchweek 10,Sun,Away,D,1,1,Arsenal Tula,46.0,7256.0,Denys Kulakov,4-4-2,4-3-3,Vitaly Meshkov,Match Report,,10,4,,0,1,2019,Ural Yekaterinburg,,
2019-09-29,13:30 (11:30),Premier League,Matchweek 11,Sun,Home,L,0,3,CSKA Moscow,38.0,20130.0,Denys Kulakov,4-4-2,3-1-4-2,Pavel Kukuyan,Match Report,,11,4,,0,0,2019,Ural Yekaterinburg,,
2019-10-06,13:30 (11:30),Premier League,Matchweek 12,Sun,Home,L,1,3,Zenit,42.0,22432.0,Denys Kulakov,4-2-3-1,3-1-4-2,Nikolay Voloshin,Match Report,,18,4,,0,0,2019,Ural Yekaterinburg,,
2019-10-19,14:00,Premier League,Matchweek 13,Sat,Away,W,2,1,Tambov,49.0,1883.0,Denys Kulakov,4-2-3-1,5-4-1,Igor Panin,Match Report,,12,3,,0,0,2019,Ural Yekaterinburg,,
2019-10-25,19:30,Premier League,Matchweek 14,Fri,Away,D,0,0,Rubin Kazan,42.0,5086.0,Artyom Fidler,4-2-3-1,4-1-4-1,Vitaly Meshkov,Match Report,,15,4,,0,0,2019,Ural Yekaterinburg,,
2019-11-04,16:00 (14:00),Premier League,Matchweek 15,Mon,Home,L,1,2,Orenburg,71.0,6797.0,Denys Kulakov,4-2-3-1,5-4-1,Stanislav Vasilyev,Match Report,,21,4,,0,0,2019,Ural Yekaterinburg,,
2019-11-08,19:30,Premier League,Matchweek 16,Fri,Away,D,0,0,Akhmat Grozny,49.0,12474.0,Denys Kulakov,4-2-3-1,4-2-3-1,Sergey Ivanov,Match Report,,15,2,,0,0,2019,Ural Yekaterinburg,,
2019-11-24,16:00 (14:00),Premier League,Matchweek 17,Sun,Home,D,0,0,Spartak Moscow,42.0,14637.0,Artyom Fidler,4-2-3-1,3-4-1-2,Nikolay Voloshin,Match Report,,11,7,,0,0,2019,Ural Yekaterinburg,,
2019-11-30,16:30,Premier League,Matchweek 18,Sat,Away,D,0,0,Rostov,40.0,11309.0,Artyom Fidler,4-2-3-1,4-3-3,Aleksey Sukhoy,Match Report,,6,1,,0,0,2019,Ural Yekaterinburg,,
2019-12-08,14:00,Premier League,Matchweek 19,Sun,Away,W,3,2,Samara,52.0,5196.0,Artyom Fidler,4-2-3-1,4-2-3-1,Igor Panin,Match Report,,18,9,,0,0,2019,Ural Yekaterinburg,,
2020-02-29,14:00,Premier League,Matchweek 20,Sat,Away,D,1,1,CSKA Moscow,41.0,14008.0,Denys Kulakov,4-1-4-1,3-5-2,Pavel Kukuyan,Match Report,,8,1,,0,0,2019,Ural Yekaterinburg,,
2020-03-08,16:30,Premier League,Matchweek 21,Sun,Away,L,0,2,Sochi,59.0,5051.0,Denys Kulakov,4-1-4-1,3-4-3,Mikhail Vilkov,Match Report,,8,3,,0,0,2019,Ural Yekaterinburg,,
2020-03-14,16:30,Premier League,Matchweek 22,Sat,Away,L,1,7,Zenit,51.0,33677.0,Denys Kulakov,4-4-1-1,4-4-2,Vladimir Moskalev,Match Report,,14,6,,1,1,2019,Ural Yekaterinburg,,
2020-06-20,16:00 (14:00),Premier League,Matchweek 23,Sat,Home,L,1,2,Rubin Kazan,55.0,3043.0,Denys Kulakov,4-4-1-1,4-2-3-1,Vasiliy Kazartsev,Match Report,,18,5,,0,0,2019,Ural Yekaterinburg,,
2020-06-28,18:30 (16:30),Premier League,Matchweek 24,Sun,Home,W,2,1,Tambov,52.0,3471.0,Denys Kulakov,4-1-4-1,3-4-3,Aleksey Matyunin,Match Report,,10,3,,1,1,2019,Ural Yekaterinburg,,
2020-07-05,18:30 (16:30),Premier League,Matchweek 26,Sun,Away,D,1,1,Ufa,47.0,1288.0,Denys Kulakov,4-2-3-1,5-3-2,Sergey Lapochkin,Match Report,,8,4,,0,0,2019,Ural Yekaterinburg,,
2020-07-09,19:00 (17:00),Premier League,Matchweek 27,Thu,Home,W,2,1,Dynamo Mosc,48.0,,Denys Kulakov,4-2-3-1,4-2-3-1,Vladimir Moskalev,Match Report,,17,7,,0,0,2019,Ural Yekaterinburg,,
2020-07-12,20:30,Premier League,Matchweek 28,Sun,Away,L,0,3,Krasnodar,41.0,2977.0,Denys Kulakov,4-2-3-1,4-2-3-1,Kirill Levnikov,Match Report,,12,3,,0,0,2019,Ural Yekaterinburg,,
2020-07-15,18:00 (16:00),Premier League,Matchweek 29,Wed,Home,L,1,3,Arsenal Tula,62.0,3372.0,Denys Kulakov,4-2-3-1,4-2-3-1,Nikolay Voloshin,Match Report,,11,6,,0,0,2019,Ural Yekaterinburg,,
2020-07-22,21:00 (19:00),Premier League,Matchweek 30,Wed,Home,L,0,1,Loko Moscow,59.0,3458.0,Eric Bicfalvi,4-2-3-1,4-2-3-1,Stanislav Vasilyev,Match Report,,20,8,,0,0,2019,Ural Yekaterinburg,,
2019-07-13,19:00,Premier League,Matchweek 1,Sat,Away,L,0,1,Spartak Moscow,39.0,29892.0,Yevgeni Pesegov,4-1-4-1,4-2-3-1,Vladimir Moskalev,Match Report,,18,6,,0,0,2019,Sochi,,
2019-07-21,21:30,Premier League,Matchweek 2,Sun,Home,L,0,2,Zenit,45.0,35102.0,Yevgeni Pesegov,5-4-1,4-2-3-1,Aleksey Matyunin,Match Report,,7,1,,0,0,2019,Sochi,,
2019-07-27,19:00,Premier League,Matchweek 3,Sat,Away,L,0,3,Krasnodar,37.0,32177.0,Yevgeni Pesegov,5-3-2,4-3-3,Sergey Lapochkin,Match Report,,14,5,,0,0,2019,Sochi,,
2019-08-04,21:30,Premier League,Matchweek 4,Sun,Home,D,0,0,Ufa,59.0,11100.0,Yevgeni Pesegov,5-3-2,3-4-3,Aleksey Sukhoy,Match Report,,7,0,,0,0,2019,Sochi,,
2019-08-11,19:00,Premier League,Matchweek 5,Sun,Away,D,0,0,CSKA Moscow,30.0,17995.0,Soslan Dzhanayev,5-3-2,3-4-3,Vitaly Meshkov,Match Report,,10,1,,0,0,2019,Sochi,,
2019-08-16,20:00 (18:00),Premier League,Matchweek 6,Fri,Away,D,1,1,Orenburg,58.0,4411.0,Soslan Dzhanayev,4-3-3,4-3-3,Mikhail Vilkov,Match Report,,16,6,,1,1,2019,Sochi,,
2019-08-26,20:00 (18:00),Premier League,Matchweek 7,Mon,Away,L,1,3,Ural,47.0,10171.0,Soslan Dzhanayev,5-3-2,4-2-3-1,Sergey Karasev,Match Report,,12,2,,0,0,2019,Sochi,,
2019-08-31,14:00,Premier League,Matchweek 8,Sat,Away,W,3,0,Rubin Kazan,41.0,8845.0,Soslan Dzhanayev,4-3-3,4-1-4-1,Nikolay Voloshin,Match Report,,14,5,,0,0,2019,Sochi,,
2019-09-14,19:00,Premier League,Matchweek 9,Sat,Home,L,0,1,Loko Moscow,49.0,13900.0,Soslan Dzhanayev,4-3-3,4-2-3-1,Igor Panin,Match Report,,16,2,,0,0,2019,Sochi,,
2019-09-22,14:00,Premier League,Matchweek 10,Sun,Away,W,3,2,Dynamo Mosc,40.0,10119.0,Soslan Dzhanayev,4-3-3,4-4-2,Sergey Lapochkin,Match Report,,11,6,,0,0,2019,Sochi,,
2019-09-30,19:30,Premier League,Matchweek 11,Mon,Home,W,2,0,Akhmat Grozny,46.0,7127.0,Soslan Dzhanayev,4-4-2,4-1-3-2,Aleksey Eskov,Match Report,,21,8,,0,0,2019,Sochi,,
2019-10-05,19:00,Premier League,Matchweek 12,Sat,Home,L,0,2,Samara,56.0,7923.0,Soslan Dzhanayev,4-1-4-1,4-2-3-1,Aleksey Matyunin,Match Report,,15,2,,0,0,2019,Sochi,,
2019-10-20,16:30,Premier League,Matchweek 13,Sun,Away,D,1,1,Arsenal Tula,36.0,11475.0,Soslan Dzhanayev,4-1-4-1,4-3-3,Vitaly Meshkov,Match Report,,11,3,,0,0,2019,Sochi,,
2019-10-26,19:00,Premier League,Matchweek 14,Sat,Away,L,0,2,Rostov,43.0,33716.0,Soslan Dzhanayev,4-1-4-1,4-3-3,Evgeny Turbin,Match Report,,14,5,,0,0,2019,Sochi,,
2019-11-02,16:30,Premier League,Matchweek 15,Sat,Home,L,1,2,Tambov,64.0,6138.0,Soslan Dzhanayev,4-1-4-1,5-4-1,Nikolay Voloshin,Match Report,,21,2,,0,0,2019,Sochi,,
2019-11-10,16:30,Premier League,Matchweek 16,Sun,Home,L,2,3,CSKA Moscow,41.0,15318.0,Soslan Dzhanayev,5-3-2,3-4-3,Stanislav Vasilyev,Match Report,,7,4,,1,1,2019,Sochi,,
2019-11-24,13:30 (11:30),Premier League,Matchweek 17,Sun,Away,D,1,1,Ufa,37.0,4198.0,Ivan Miladinović,5-3-2,5-3-2,Aleksey Matyunin,Match Report,,13,4,,0,0,2019,Sochi,,
2019-12-08,16:30,Premier League,Matchweek 19,Sun,Home,D,1,1,Rubin Kazan,50.0,6104.0,Dmitry Poloz,4-2-3-1,4-1-4-1,Sergey Lapochkin,Match Report,,11,2,,0,0,2019,Sochi,,
2020-03-01,19:00,Premier League,Matchweek 20,Sun,Home,L,1,2,Arsenal Tula,50.0,5720.0,Soslan Dzhanayev,3-4-3,3-4-3,Vladislav Bezborodov,Match Report,,13,8,,0,0,2019,Sochi,,
2020-03-08,16:30,Premier League,Matchweek 21,Sun,Home,W,2,0,Ural,41.0,5051.0,Soslan Dzhanayev,3-4-3,4-1-4-1,Mikhail Vilkov,Match Report,,16,5,,0,0,2019,Sochi,,
2020-03-11,20:30 (19:30),Premier League,Matchweek 18,Wed,Home,W,5,1,Orenburg,50.0,5147.0,Soslan Dzhanayev,3-4-3,5-4-1,Evgeny Turbin,Match Report,,14,6,,1,1,2019,Sochi,,
2020-03-15,14:00,Premier League,Matchweek 22,Sun,Home,W,2,0,Krasnodar,30.0,,Soslan Dzhanayev,3-4-3,4-2-3-1,Sergey Ivanov,Match Report,,15,8,,0,0,2019,Sochi,,
2020-06-19,21:00 (20:00),Premier League,Matchweek 23,Fri,Home,W,10,1,Rostov,61.0,2807.0,Soslan Dzhanayev,3-4-3,4-3-3,Aleksey Sukhoy,Match Report,,41,25,,0,1,2019,Sochi,,
